date,temperature_2m,weather_code,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,pressure_msl,cloud_cover,surface_pressure,cloud_cover_low,cloud_cover_mid,cloud_cover_high,visibility,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,temperature_80m,temperature_120m
2025-05-27 19:00:00-04:00,16.8955,3.0,60.0,9.080318,14.845253,0.0,1013.7,100.0,1009.17505,46.0,100.0,97.0,63780.0,0.05444604,0.77062964,12.413476,20.326454,31.072817,196.85847,202.93213,206.86185,27.359999,15.8455,15.6455
